,No,Kecamatan,Kelurahan,Kode Kel,J_Penduduk,J_P_DBD,J_M_DBD,IR_DBD,CFR_DBD,J_P_DD,J_M_DD,IR_DD,CFR_DD,J_P_N,J_M_Non,IR_Non,CFR_Non,2017,2018,2019,2020,ABJ,Strata_E,Kelas_Endemis,Tnh_pek_bang_hlmn,Tanah Sawah,Tanah Kering,J_RT,J_RW,J_Pdd_Lk,J_Pdd_Pr,J_Kep_Kel,J_KBPaud,J_SD,J_MI,J_SMP,J_MTS,J_SMA,J_MA,J_SMK,J_Siswa,J_PT,J_Dosen,J_Mhs,Mini_Market,Toko Kelontong,Resto_RM,WM_Kedai,BPR,KUD,IRT,Total_T_Ibadah,kop_total,pasar_total,instansi_kesehatan,toko_obat
106,107.0,Banyumanik,Pedalangan,33.74.11.1004,11560.0,2.0,0.0,17.2,0.0,38.0,0.0,326.8,0.0,1.0,0.0,8.6,0.0,3.0,4.0,3.0,2.0,93.75,1.0,Endemis,215.95,6.5,233.5,68.0,11.0,5778.0,5885.0,3689.0,13.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2653.0,0.0,739.0,17960.0,13.0,54.0,14.0,234.0,0.0,0.0,1.0,41.0,1.0,0.0,3.0,3.0
107,108.0,Pedurungan,Pedurungan Kidul,33.74.06.1008,14513.0,8.0,0.0,54.9,0.0,41.0,0.0,281.5,0.0,1.0,0.0,6.86,0.0,3.0,1.0,3.0,8.0,91.44,1.0,Endemis,150.0,177.0,183.0,12.0,1.0,7197.0,7250.0,4531.0,10.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1780.0,0.0,0.0,0.0,7.0,65.0,0.0,24.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,4.0
108,109.0,Pedurungan,Pedurungan Lor,33.74.06.1009,9375.0,3.0,0.0,31.7,0.0,16.0,0.0,168.9,0.0,4.0,0.0,42.23,0.0,2.0,0.0,3.0,3.0,96.26,2.0,Sporadis,89.0,123.6,135.6,9.0,1.0,4702.0,4736.0,2866.0,11.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1230.0,0.0,0.0,0.0,4.0,27.0,1.0,19.0,0.0,0.0,0.0,53.0,1.0,1.0,1.0,4.0
109,110.0,Pedurungan,Pedurungan Tengah,33.74.06.1010,15463.0,1.0,0.0,6.4,0.0,34.0,0.0,218.1,0.0,3.0,0.0,19.24,0.0,5.0,0.0,7.0,1.0,94.49,2.0,Sporadis,132.2,189.0,189.0,14.0,1.0,7731.0,8032.0,4886.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1524.0,1.0,14.0,442.0,7.0,11.0,1.0,13.0,0.0,0.0,0.0,38.0,1.0,1.0,2.0,6.0
110,111.0,Semarang Tengah,Pekunden,33.74.01.1013,3589.0,0.0,0.0,0.0,0.0,4.0,0.0,111.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.68,4.0,Bebas,68.84,0.0,79.99,33.0,5.0,1727.0,1939.0,1333.0,5.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,2368.0,0.0,0.0,0.0,2.0,20.0,15.0,60.0,0.0,0.0,0.0,18.0,0.0,1.0,2.0,3.0
111,112.0,Semarang Tengah,Pendrikan Kidul,33.74.01.1014,2659.0,0.0,0.0,0.0,0.0,2.0,0.0,76.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.51,4.0,Bebas,26.23,0.0,30.33,34.0,5.0,1239.0,1408.0,943.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2517.0,1.0,357.0,14805.0,1.0,42.0,3.0,58.0,1.0,0.0,0.0,16.0,1.0,0.0,3.0,1.0
112,113.0,Semarang Tengah,Pendrikan Lor,33.74.01.1015,5574.0,2.0,0.0,36.1,0.0,5.0,0.0,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,95.92,2.0,Sporadis,30.69,0.0,36.79,43.0,6.0,2757.0,2978.0,1968.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,2092.0,0.0,0.0,0.0,7.0,28.0,1.0,31.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,3.0
113,114.0,Pedurungan,Penggaron Kidul,33.74.06.1001,7103.0,2.0,0.0,27.8,0.0,12.0,0.0,166.6,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,96.76,2.0,Sporadis,52.32,149.99,252.63,6.0,1.0,3635.0,3567.0,2195.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1170.0,0.0,0.0,0.0,3.0,64.0,3.0,25.0,0.0,0.0,0.0,36.0,3.0,0.0,1.0,0.0
114,115.0,Genuk,Penggaron Lor,33.74.05.1008,5873.0,0.0,0.0,0.0,0.0,2.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.78,3.0,Potensial,35.35,0.0,134.74,33.0,5.0,3021.0,2981.0,1786.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,629.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
115,116.0,Mijen,Pesantren,33.74.14.1014,1799.0,0.0,0.0,0.0,0.0,2.0,0.0,105.7,0.0,1.0,0.0,52.85,0.0,1.0,0.0,0.0,0.0,97.02,4.0,Bebas,10.22,31.25,494.47,26.0,6.0,1027.0,1012.0,639.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,2.0,12.0,5.0,5.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0
116,117.0,Semarang Selatan,Peterongan,33.74.07.1007,6487.0,0.0,0.0,0.0,0.0,3.0,0.0,46.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,91.97,2.0,Sporadis,44.1,0.0,50.1,50.0,8.0,3042.0,3289.0,2200.0,11.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,5622.0,1.0,10.0,305.0,2.0,45.0,19.0,19.0,0.0,0.0,0.0,26.0,0.0,2.0,6.0,9.0
117,118.0,Gajahmungkur,Petompon,33.74.09.1007,6353.0,0.0,0.0,0.0,0.0,11.0,0.0,174.6,0.0,1.0,0.0,15.87,0.0,1.0,1.0,0.0,0.0,94.62,2.0,Sporadis,46.46,0.0,48.06,5.0,39.0,3028.0,3181.0,2089.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.0,0.0,0.0,0.0,4.0,33.0,19.0,30.0,1.0,0.0,0.0,29.0,3.0,0.0,4.0,4.0
118,119.0,Gunungpati,Plalangan,33.74.12.1003,4107.0,0.0,0.0,0.0,0.0,1.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.95,3.0,Potensial,41.7,105.52,138.83,20.0,6.0,2035.0,2065.0,1321.0,9.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,2417.0,0.0,0.0,0.0,2.0,48.0,0.0,-1.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,1.0
119,120.0,Pedurungan,Plamongansari,33.74.06.1006,14322.0,5.0,0.0,34.8,0.0,38.0,0.0,264.3,0.0,1.0,0.0,6.96,0.0,2.0,0.0,5.0,5.0,94.52,2.0,Sporadis,222.0,228.5,238.5,16.0,1.0,7115.0,7215.0,4377.0,16.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,545.0,1.0,65.0,1341.0,6.0,20.0,2.0,79.0,0.0,0.0,0.0,69.0,0.0,1.0,1.0,7.0
120,121.0,Semarang Selatan,Pleburan,33.74.07.1005,4988.0,0.0,0.0,0.0,0.0,4.0,0.0,84.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,94.56,2.0,Sporadis,51.11,0.0,74.11,49.0,6.0,2195.0,2357.0,1598.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1567.0,0.0,0.0,0.0,4.0,55.0,23.0,51.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,10.0
121,122.0,Semarang Utara,Plombokan,33.74.02.1003,8424.0,1.0,0.0,11.8,0.0,7.0,0.0,82.9,0.0,2.0,0.0,23.7,0.0,0.0,0.0,2.0,1.0,73.36,2.0,Sporadis,54.5,0.0,60.0,47.0,5.0,4445.0,4498.0,3015.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,355.0,0.0,0.0,0.0,1.0,99.0,20.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0
122,123.0,Ngaliyan,Podorejo,33.74.15.1002,8987.0,0.0,0.0,0.0,0.0,5.0,0.0,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.53,4.0,Bebas,17.44,79.2,892.85,60.0,12.0,4656.0,4720.0,2935.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,914.0,0.0,0.0,0.0,0.0,90.0,0.0,14.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
123,124.0,Mijen,Polaman,33.74.14.1004,1920.0,2.0,0.0,102.8,0.0,22.0,0.0,1130.5,0.0,1.0,0.0,9.3,0.0,0.0,0.0,1.0,2.0,95.2,2.0,Sporadis,30.88,88.51,72.57,9.0,3.0,1008.0,945.0,653.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1240.0,0.0,0.0,0.0,2.0,9.0,1.0,4.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0
124,125.0,Gunungpati,Pongangan,33.74.12.1006,5606.0,0.0,0.0,0.0,0.0,1.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.19,2.0,Sporadis,46.32,87.78,203.78,28.0,5.0,2882.0,2835.0,1798.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
125,126.0,Banyumanik,Pudak Payung,33.74.11.1001,22569.0,6.0,0.0,26.3,0.0,57.0,0.0,250.2,0.0,1.0,0.0,4.39,0.0,4.0,4.0,5.0,6.0,94.47,1.0,Endemis,316.3,0.5,392.43,140.0,16.0,11524.0,11543.0,7015.0,16.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2020.0,0.0,0.0,0.0,8.0,95.0,3.0,18.0,0.0,0.0,0.0,78.0,8.0,0.0,4.0,7.0
126,127.0,Semarang Tengah,Purwodinatan,33.74.01.1011,4502.0,0.0,0.0,0.0,0.0,3.0,0.0,66.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,95.98,4.0,Bebas,45.15,0.0,49.24,34.0,6.0,2253.0,2313.0,1539.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,155.0,3.0,3.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0
127,128.0,Mijen,Purwosari (Mijen),33.74.14.1005,4901.0,2.0,0.0,40.3,0.0,5.0,0.0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93.48,2.0,Sporadis,38.68,468.95,238.23,20.0,5.0,2495.0,2508.0,1694.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,1.0,13.0,0.0,10.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
128,129.0,Semarang Utara,Purwosari (Smg. Ut),33.74.02.1004,8597.0,1.0,0.0,11.6,0.0,1.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,96.82,1.0,Endemis,42.02,0.0,48.02,49.0,6.0,4329.0,4569.0,3016.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,0.0,0.0,4.0,38.0,9.0,57.0,0.0,0.0,0.0,21.0,0.0,2.0,2.0,3.0
129,130.0,Ngaliyan,Purwoyoso,33.74.15.1004,16702.0,5.0,0.0,30.9,0.0,42.0,0.0,259.8,0.0,1.0,0.0,6.18,0.0,5.0,0.0,10.0,5.0,93.66,2.0,Sporadis,33.77,0.0,100.25,94.0,14.0,7936.0,8023.0,5106.0,16.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,3081.0,0.0,0.0,0.0,10.0,99.0,1.0,68.0,3.0,0.0,0.0,97.0,0.0,2.0,4.0,5.0
130,131.0,TUGU,Randugarut,33.74.16.1004,2253.0,0.0,0.0,0.0,0.0,1.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.89,2.0,Sporadis,111.71,5.36,465.09,12.0,3.0,1137.0,1120.0,686.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,8.0,15.0,5.0,60.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
131,132.0,Semarang Selatan,Randusari,33.74.07.1001,7673.0,2.0,0.0,26.2,0.0,6.0,0.0,78.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,87.04,2.0,Sporadis,30.22,0.0,66.22,52.0,7.0,3737.0,3841.0,2481.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,2367.0,0.0,0.0,0.0,3.0,30.0,5.0,45.0,0.0,0.0,0.0,16.0,0.0,1.0,4.0,6.0
132,133.0,Semarang Timur,Rejomulyo,33.74.03.1002,4014.0,0.0,0.0,0.0,0.0,1.0,0.0,25.1,0.0,1.0,0.0,25.12,0.0,0.0,1.0,0.0,0.0,90.86,2.0,Sporadis,55.4,0.0,58.4,43.0,7.0,1921.0,1963.0,1355.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,363.0,1.0,35.0,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,3.0,4.0
133,134.0,Semarang Timur,Rejosari,33.74.03.1008,15552.0,2.0,0.0,13.0,0.0,24.0,0.0,155.7,0.0,2.0,0.0,12.97,0.0,5.0,0.0,0.0,2.0,86.08,2.0,Sporadis,84.3,0.0,99.2,131.0,15.0,7374.0,7752.0,4950.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1913.0,0.0,0.0,0.0,3.0,0.0,10.0,15.0,0.0,0.0,0.0,50.0,1.0,2.0,2.0,17.0
134,135.0,Tembalang,Rowosari,33.74.10.1002,12153.0,6.0,0.0,48.8,0.0,27.0,0.0,219.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,6.0,91.2,2.0,Sporadis,300.0,275.0,595.0,55.0,9.0,6236.0,6145.0,3771.0,8.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,417.0,0.0,0.0,0.0,0.0,35.0,0.0,4.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0
135,136.0,Gunungpati,Sadeng,33.74.12.1011,7538.0,3.0,0.0,39.3,0.0,11.0,0.0,144.2,0.0,1.0,0.0,13.11,0.0,0.0,0.0,2.0,3.0,92.93,2.0,Sporadis,100.0,8.06,168.0,55.0,7.0,3772.0,3862.0,2446.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,458.0,1.0,15.0,307.0,4.0,4.0,0.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,3.0
136,137.0,Semarang Barat,Salaman Mloyo,33.74.13.1010,3592.0,0.0,0.0,0.0,0.0,7.0,0.0,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.09,2.0,Sporadis,43.8,0.0,53.7,33.0,6.0,1691.0,1846.0,1210.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1081.0,2.0,16.0,270.0,6.0,49.0,0.0,105.0,0.0,0.0,0.0,19.0,5.0,0.0,0.0,4.0
137,138.0,Gayamsari,Sambirejo,33.74.04.1004,8247.0,3.0,0.0,37.1,0.0,18.0,0.0,222.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,93.71,1.0,Endemis,87.48,17.0,99.88,52.0,9.0,4110.0,4091.0,2506.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,916.0,0.0,0.0,0.0,3.0,20.0,2.0,30.0,0.0,0.0,0.0,23.0,0.0,1.0,2.0,3.0
138,139.0,Tembalang,Sambiroto,33.74.10.1012,15054.0,3.0,0.0,19.8,0.0,43.0,0.0,284.0,0.0,3.0,0.0,19.81,0.0,6.0,0.0,8.0,3.0,93.44,2.0,Sporadis,162.32,0.0,318.15,103.0,11.0,7516.0,7751.0,4636.0,14.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2760.0,2.0,91.0,1626.0,8.0,94.0,12.0,109.0,0.0,0.0,0.0,48.0,2.0,0.0,3.0,14.0
139,140.0,Gajahmungkur,Sampangan,33.74.09.1004,10706.0,2.0,0.0,18.6,0.0,22.0,0.0,204.6,0.0,1.0,0.0,9.3,0.0,2.0,1.0,1.0,2.0,95.01,1.0,Endemis,90.93,0.0,96.81,7.0,57.0,5191.0,5432.0,3336.0,13.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,3010.0,2.0,237.0,13068.0,7.0,172.0,10.0,115.0,1.0,0.0,0.0,34.0,6.0,0.0,3.0,5.0
140,141.0,Semarang Timur,Sarirejo,33.74.03.1007,8257.0,1.0,0.0,12.1,0.0,12.0,0.0,145.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,90.75,1.0,Endemis,57.4,0.0,66.8,50.0,8.0,3925.0,4205.0,2816.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0,0.0,0.0,0.0,2.0,0.0,3.0,16.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,15.0
141,142.0,Gayamsari,Sawah Besar,33.74.04.1003,9068.0,0.0,0.0,0.0,0.0,6.0,0.0,66.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.43,4.0,Bebas,31.5,3.0,44.67,52.0,9.0,4551.0,4530.0,2831.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1875.0,0.0,0.0,0.0,3.0,25.0,0.0,13.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0
142,143.0,Gunungpati,Sekaran,33.74.12.1009,8694.0,2.0,0.0,22.8,0.0,15.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,87.73,2.0,Sporadis,108.6,5.0,108.6,32.0,7.0,4446.0,4360.0,2748.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,546.0,2.0,1148.0,37091.0,8.0,50.0,0.0,12.0,0.0,0.0,0.0,52.0,0.0,1.0,2.0,4.0
143,144.0,Semarang Tengah,Sekayu,33.74.01.1007,3273.0,2.0,0.0,61.1,0.0,3.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95.57,2.0,Sporadis,43.13,0.0,58.88,20.0,3.0,1596.0,1733.0,1157.0,5.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,2464.0,0.0,0.0,0.0,3.0,10.0,12.0,78.0,1.0,0.0,0.0,14.0,2.0,0.0,3.0,8.0
144,145.0,Genuk,Sembungharjo,33.74.05.1001,12861.0,0.0,0.0,0.0,0.0,12.0,0.0,91.6,0.0,1.0,0.0,7.63,0.0,4.0,0.0,7.0,0.0,97.53,2.0,Sporadis,117.4,0.0,208.9,71.0,10.0,6719.0,6584.0,3923.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1259.0,0.0,0.0,0.0,1.0,45.0,1.0,21.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,3.0
145,146.0,Tembalang,Sendang Guwo,33.74.10.1010,22188.0,3.0,0.0,13.4,0.0,49.0,0.0,219.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,3.0,93.58,2.0,Sporadis,211.72,0.0,328.72,119.0,10.0,11252.0,11271.0,6957.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,5.0,89.0,1.0,68.0,0.0,0.0,0.0,59.0,2.0,1.0,0.0,10.0
146,147.0,Tembalang,Sendang Mulyo,33.74.10.1011,37160.0,14.0,0.0,37.3,0.0,100.0,0.0,266.7,0.0,8.0,0.0,21.33,0.0,11.0,2.0,26.0,14.0,93.79,1.0,Endemis,285.04,12.0,449.0,292.0,32.0,18711.0,19130.0,11224.0,29.0,7.0,0.0,4.0,1.0,0.0,0.0,1.0,5142.0,0.0,0.0,0.0,16.0,204.0,4.0,116.0,3.0,0.0,0.0,90.0,0.0,2.0,2.0,35.0
147,148.0,Gayamsari,Siwalan,33.74.04.1005,8110.0,2.0,0.0,23.9,0.0,4.0,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,88.08,2.0,Sporadis,24.5,0.0,33.42,38.0,4.0,4181.0,4244.0,2668.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1451.0,1.0,22.0,529.0,6.0,56.0,2.0,37.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,4.0
148,149.0,Banyumanik,Srondol Kulon,33.74.11.1006,13324.0,1.0,0.0,7.5,0.0,27.0,0.0,202.4,0.0,2.0,0.0,14.99,0.0,0.0,1.0,2.0,1.0,90.96,1.0,Endemis,226.54,5.11,283.13,64.0,11.0,6627.0,6640.0,4314.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,3.0,42.0,7.0,61.0,0.0,0.0,0.0,47.0,3.0,1.0,4.0,6.0
149,150.0,Banyumanik,Srondol Wetan,33.74.11.1007,21113.0,4.0,0.0,19.0,0.0,34.0,0.0,161.2,0.0,1.0,0.0,4.74,0.0,3.0,2.0,5.0,4.0,90.17,1.0,Endemis,174.58,0.5,225.98,130.0,18.0,10229.0,10817.0,6839.0,21.0,8.0,0.0,5.0,0.0,2.0,0.0,3.0,7551.0,0.0,0.0,0.0,18.0,125.0,25.0,132.0,5.0,1.0,0.0,89.0,5.0,1.0,5.0,17.0
150,151.0,Gunungpati,Sukorejo,33.74.12.1010,14234.0,7.0,0.0,48.5,0.0,53.0,0.0,367.0,0.0,1.0,0.0,6.92,0.0,5.0,3.0,8.0,7.0,94.35,1.0,Endemis,15.0,0.0,15.0,83.0,12.0,7211.0,7188.0,4378.0,13.0,5.0,2.0,2.0,0.0,1.0,0.0,2.0,903.0,0.0,0.0,0.0,1.0,13.0,3.0,13.0,0.0,1.0,0.0,72.0,0.0,0.0,0.0,1.0
151,152.0,Banyumanik,Sumurboto,33.74.11.1011,9442.0,2.0,0.0,21.1,0.0,19.0,0.0,200.8,0.0,2.0,0.0,21.13,0.0,2.0,1.0,3.0,2.0,95.93,1.0,Endemis,152.5,0.0,185.0,46.0,5.0,4646.0,4795.0,2992.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2232.0,0.0,0.0,0.0,8.0,48.0,20.0,92.0,1.0,0.0,0.0,40.0,3.0,0.0,3.0,7.0
152,153.0,Gunungpati,Sumurrejo,33.74.12.1014,6555.0,1.0,0.0,15.1,0.0,9.0,0.0,135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.59,2.0,Sporadis,94.54,152.58,153.56,30.0,6.0,3298.0,3357.0,2133.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,908.0,0.0,0.0,0.0,3.0,29.0,16.0,1.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0
153,154.0,Ngaliyan,Tambakaji,33.74.15.1008,20964.0,6.0,0.0,28.7,0.0,19.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,95.75,2.0,Sporadis,70.3,0.0,197.75,119.0,16.0,10362.0,10502.0,6532.0,17.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2649.0,2.0,515.0,17735.0,4.0,197.0,3.0,80.0,3.0,0.0,0.0,94.0,0.0,0.0,4.0,12.0
154,155.0,Semarang Barat,Tambakharjo,33.74.13.1004,3292.0,0.0,0.0,0.0,0.0,5.0,0.0,150.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.28,2.0,Sporadis,39.9,2.0,164.86,23.0,7.0,1600.0,1697.0,1034.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,2.0,75.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0
155,156.0,Gayamsari,Tambakrejo,33.74.04.1001,10161.0,0.0,0.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,91.61,2.0,Sporadis,54.16,0.0,74.58,54.0,9.0,4931.0,5096.0,3184.0,10.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1282.0,0.0,0.0,0.0,3.0,20.0,14.0,14.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0
156,157.0,Mijen,Tambangan,33.74.14.1006,4997.0,4.0,0.0,78.2,0.0,10.0,0.0,195.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,94.68,2.0,Sporadis,72.18,86.86,272.75,14.0,4.0,2539.0,2542.0,1636.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,3.0,61.0,1.0,32.0,0.0,0.0,0.0,25.0,0.0,1.0,1.0,0.0
157,158.0,Tembalang,Tandang,33.74.10.1008,24670.0,9.0,1.0,36.4,4.0,46.0,0.0,185.9,0.0,0.0,0.0,0.0,0.0,10.0,1.0,14.0,9.0,76.62,1.0,Endemis,331.17,0.0,374.7,128.0,14.0,12320.0,12402.0,7658.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1826.0,0.0,0.0,0.0,3.0,79.0,5.0,37.0,0.0,0.0,0.0,70.0,2.0,0.0,1.0,1.0
158,159.0,Semarang Utara,Tanjungmas,33.74.02.1008,29561.0,3.0,0.0,10.1,0.0,22.0,0.0,74.4,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,87.64,1.0,Endemis,273.78,0.0,323.78,129.0,16.0,15120.0,15027.0,9641.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1571.0,1.0,7.0,109.0,3.0,58.0,13.0,148.0,0.0,0.0,0.0,104.0,0.0,2.0,1.0,4.0
159,160.0,Semarang Barat,Tawang Mas,33.74.13.1015,7551.0,0.0,0.0,0.0,0.0,11.0,0.0,145.2,0.0,3.0,0.0,39.59,0.0,0.0,0.0,0.0,0.0,89.8,3.0,Potensial,127.27,0.0,199.57,50.0,10.0,3672.0,3850.0,2352.0,9.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,2012.0,1.0,50.0,982.0,4.0,55.0,1.0,21.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,13.0
160,161.0,Semarang Barat,Tawang Sari,33.74.13.1014,6966.0,0.0,0.0,0.0,0.0,16.0,0.0,228.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.06,2.0,Sporadis,131.21,2.0,206.21,47.0,10.0,3348.0,3558.0,2226.0,4.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,3147.0,1.0,13.0,106.0,3.0,25.0,9.0,20.0,1.0,0.0,0.0,24.0,0.0,0.0,1.0,6.0
